Acceso a tasks.php - course_id recibido: N/A
Acceso a tasks.php - course_id recibido: N/A
Acceso a tasks.php - course_id recibido: N/A
Acceso a tasks.php - course_id recibido: N/A
Acceso a tasks.php - course_id recibido: N/A
Acceso a tasks.php - course_id recibido: N/A
Acceso a tasks.php - course_id recibido: N/A
Acceso a tasks.php - course_id recibido: N/A
Acceso a tasks.php - course_id recibido: N/A
Acceso a tasks.php - course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php?course_id=3, course_id recibido: 3
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php?course_id=3, course_id recibido: 3
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php?course_id=3, course_id recibido: 3
Acceso a tasks.php - URL: http://localhost/cursos_app/views/teacher/tasks.php, course_id recibido: N/A
Acceso a student tasks.php - user_id: 2, role: teacher
Acceso a student tasks.php - user_id: 2, role: teacher
Acceso a student tasks.php - user_id: 2, role: teacher
Acceso a student tasks.php - user_id: 2, role: teacher
Acceso a student tasks.php - user_id: 2, role: teacher
Acceso a student tasks.php - user_id: 2, role: teacher
Acceso a student tasks.php - user_id: 2, role: teacher
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php?course_id=3
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php?course_id=3
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a student tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Redirigiendo al login por falta de sesión o rol incorrecto\nAcceso a student tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Redirigiendo al login por falta de sesión o rol incorrecto\nAcceso a student tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php?course_id=3
Redirigiendo al login por falta de sesión o rol incorrecto\nAcceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php?course_id=3
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php?course_id=3
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
Acceso a teacher tasks.php - user_id: 2, role: teacher, URL: /cursos_app/views/teacher/tasks.php
